,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2001-10-05,"The Duck Inn, Evansville, IN, USA",,None,"{'1': 'with Jake on additional percussion', '2': 'with Another Brick in the Wall [Part II] (Pink Floyd) tease', '3': ""debut, original (Ali Baba's Tahini composition)""}",,,"Hangover >  Garbage Man >  Mullet (Over),  Anchor Drops,  All Night Long[1],  All Things Ninja[2],  Ringo[3],  Good Ol' Boys >  Phil's Farm >  Hangover","The Fussy Dutchman,  Example 1 >  You Can't Blame the Youth >  Out Of Order,  Mamu,  Hurt Bird Bath,  ""Jimmy Stewart"" >  Lenny,  White Man's Moccasins,  Tribute to the Spinal Shaft >  Ask Me No Questions,  Last Man Swerving",,Front Porch >  Space Funk Booty,,,,,,,
0,2001-10-06,"The Bluebird Nightclub, Bloomington, IN, USA",Ray's Music Exchange,"[""(Don't Fear) The Reaper (Blue Öyster Cult) was teased after Get In The Van and Thin Air"", 'Back In Black (AC/DC) was also teased after Thin Air']","{'1': 'with Michael ""Mad Dog"" Mavridoglou on trumpet', '2': 'with Michael ""Mad Dog"" Mavridoglou on trumpet & saxophone player (from Ray\'s Music Exchange)', '3': 'with Uninvited (Alanis Morissette) tease', '4': 'the intro singing (part I) was slightly different, as it was only sung through it once'}",,,"Tribute to the Spinal Shaft >  All In Time,  It's About That Time[1],  The Emperor[2] >  Roulette,  Utopian Fir[3],  2x2 >  Orfeo,  Pay the Snucka[4]","Prowler >  Muff II The Revenge,  Hurt Bird Bath,  Walking On The Moon >  Drums,  Get In The Van,  Ringo,  40's Theme,  Thin Air,  White Man's Moccasins",,Get Down >  Space Funk Booty,,,,,,,
0,2001-10-11,"The Magic Bag, Ferndale, MI, USA",Smokestack,"[""40's Theme was preceded by a (Don't Fear) The Reaper (Blue Öyster Cult) tease""]","{'1': 'Brendan was under the weather, and these were the only songs he sang', '2': 'debut, Frank Zappa'}",,,"Kabump -> Rainbow Country >  Hurt Bird Bath[1],  Syncopated Strangers[1],  Blue Echo >  Example 1 -> Willie the Pimp[2],  Space Funk Booty,  40's Theme","Der Bluten Kat[1],  ""Jimmy Stewart"",  Mullet (Over),  Soul Food II,  Young Lust,  Ringo,  YYZ",,The Fuzz,,,,,,,
0,2001-10-12,"Peabody's, Cleveland, OH, USA",The New Deal,"[""Get In The Van was preceded by a (Don't Fear) The Reaper (Blue Öyster Cult) tease""]","{'1': 'with Jamie Shields on keyboards', '2': ""began with (Don't Fear) The Reaper (Blue Öyster Cult) tease"", '3': 'with Jake on percussion', '4': 'Part III only', '5': 'with Thunderstruck (AC/DC) tease'}",,,"Prowler >  Ringo,  Nothing Too Fancy[1] >  White Man's Moccasins,  Good Ol' Boys,  All Things Ninja,  Syncopated Strangers,  Señor Mouse","Professor Wormbog,  Der Bluten Kat[2],  Raymond[3] >  Drums[3],  She Came In Through The Bathroom Window,  ""Jimmy Stewart"" -> Pay the Snucka[4],  Utopian Fir[5] -> Kimble,  Dirty Love,  Miss Gradenko,  Get In The Van",,,,,,,,,
0,2001-10-13,"Camp Buzz Fall Ball, Oxford, OH, USA",,None,"{'1': ""interplay with members of Ray's Music Exchange: Nick Blasky on bass, Brad Myers on Jake's guitar, Mike on piano with Joel, Jason Smart on drums and percussion, Jake on drums and percussion"", '2': 'with Vince Iwinski replacing Andy on vocals'}",,"Andy's Last Beer,  Mullet (Over),  Hurt Bird Bath,  The Girl Is Mine >  Jane Says >  The Girl Is Mine,  Jam[1],  Tribute to the Spinal Shaft >  Out Of Order,  Power of Soul",,,,Ain't No Fun (If the Homies Can't Have None)[2],,,,,,,
0,2001-10-17,"Otto's, DeKalb, IL, USA",Garaj Mahal,['I Want It That Way (Backstreet Boys) was quoted before Ringo'],"{'1': 'with Fareed Haque on guitar', '2': 'Jake on percussion and with Eric Levy on keys', '3': 'with Alan Hertz on percussion and Jake on drums', '4': 'with You Really Got Me (Van Halen) tease'}",,"Hurt Bird Bath,  Willie the Pimp[1] >  2x2,  Get In The Van >  White Man's Moccasins,  Spain[2],  Roulette >  Drums[3],  Nothing Too Fancy >  Utopian Fir[4] >  YYZ,  Ringo",,,,,,,,,,,
0,2001-10-19,"Shaw's Oyster Fest, Chicago, IL, USA",,None,"{'1': 'with Topaz and Cochemea ""Cheme"" Gastelum on saxophones, Squantch on trombone, and Robert Walter on keys', '2': 'debut, Wings'}",,"The Fuzz,  Hurt Bird Bath,  Mamu,  Syncopated Strangers,  Get Down[1],  Andy's Last Beer,  Mullet (Over),  Ringo,  Last Man Swerving,  Kinky Reggae,  Professor Wormbog,  All In Time,  Band on the Run[2]",,,,,,,,,,,
0,2001-10-20,"The Rave Underground, Milwaukee, WI, USA",,['The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased before Example 1'],"{'1': 'with Mind Left Body (Garcia/Kanter) jam', '2': ""began with (Don't Fear) The Reaper (Blue Öyster Cult) tease"", '3': 'with Jake on percussion', '4': ""with Brendan singing the lyrics to Ain't No Fun (If the Homies Can't Have None) (Snoop Dogg)""}",,,"August,  Get In The Van,  Divisions,  I Am the Walrus >  Kabump[1] >  Hurt Bird Bath,  All Things Ninja[2]","Ringo,  Regulate >  2nd Self >  Kat's Tune,  Roulette,  Se A Cabo[3],  Example 1 >  Front Porch,  Nuthin' but a 'G' Thang",,40's Theme[4],,,,,,,
0,2001-10-23,"The Blue Note, Columbia, MO, USA",,['This show was simulcast on the Digital Club Network.'],{},,,"Intro >  Red Baron >  Hurt Bird Bath >  Sweetness >  2x2,  Mullet (Over) >  Fool in the Rain >  The Fussy Dutchman >  Fool in the Rain,  Syncopated Strangers","Tribute to the Spinal Shaft >  Divisions >  50 Ways to Leave Your Lover >  Padgett's Profile >  Divisions,  Ringo >  Space Funk Booty,  Roulette,  Band on the Run,  Sociable Jimmy",,The Fuzz,,,,,,,
0,2001-10-24,"Cicero's, St. Louis, MO, USA",EM Grueve,"['Pay The Snucka was teased before 2nd Self', ""(Don't Fear) The Reaper (Blue Öyster Cult) was teased before Rastaman Chant""]","{'1': 'with Garbage Man (Ike Turner) tease', '2': ""with Sweet Child O' Mine (Guns N' Roses) tease, (Don't Fear) The Reaper (Blue Öyster Cult), and Stairway to Heaven (Led Zeppelin) teases""}",1 review(s),,"Intro >  Last Man Swerving,  Nothing Too Fancy -> Anchor Drops,  Good Ol' Boys,  Utopian Fir >  Q*Bert,  2nd Self >  Blue Echo[1] >  Get In The Van","White Man's Moccasins,  Rastaman Chant >  Much Obliged -> My Favorite Things >  Much Obliged,  Nachos for Two,  Professor Wormbog,  Prowler[2],  Ringo",,,,,,,,,
0,2001-10-25,"The Q Bar, Iowa City, IA, USA",,None,{'1': 'with Cory Current losing $1 to Mike in a mid-song coin flip'},,,"Slacker,  Kabump >  Thin Air,  Miss Gradenko,  Phil's Farm,  Kat's Tune,  Der Bluten Kat,  YYZ","Hurt Bird Bath,  Band on the Run,  All In Time,  Water,  40's Theme >  The Fuzz[1] >  She Came In Through The Bathroom Window,  Out Of Order,  2x2,  The Fussy Dutchman",,Syncopated Strangers,,,,,,,
0,2001-10-26,"Metro, Chicago, IL, USA",,"['this show was simulcast on the Digital Club Network', ""Hangover and (Don't Fear) The Reaper (Blue Öyster Cult)  were teased after Pay The Snucka""]","{'1': ""with Sweet Child o' Mine (Guns N' Roses) tease"", '2': ""with It's About that Time (Miles Davis) teases"", '3': 'Joel, Brendan, and Ryan leave stage', '4': 'debut, original; with Elliott Peck on vocals', '5': 'debut, Dr. Dre; with Elliott Peck on vocals'}",,,"Intro >  40's Theme,  Mamu,  Hurt Bird Bath >  Example 1 >  Syncopated Strangers,  Get In The Van,  Lively Up Yourself,  Blue Echo >  Nothing Too Fancy","Prowler >  Ringo,  Utopian Fir -> Andy's Last Beer[1] >  Utopian Fir >  Willie the Pimp[2] >  Drums[3],  Weed Rap[4] >  Xxplosive[5] >  Space Funk Booty,  Roulette,  Pay the Snucka,  All Things Ninja",,Señor Mouse >  White Man's Moccasins,All Night Long,,,,,,
0,2001-10-27,"Club Soda, Kalamazoo, MI, USA",,"[""with Dragnet (Walter Schumann) tease from Joel before Baby You're A Rich Man""]","{'1': 'with The Fuzz tease', '2': ""with (Don't Fear) The Reaper (Blue Öyster Cult) jam"", '3': 'Elliott Peck only; a cappella', '4': 'with Elliott Peck on vocals', '5': 'with Stairway to Heaven (Led Zeppelin) tease', '6': ""debut; Ali Baba's Tahini; one verse"", '7': 'with Hot For Teacher (Van Halen) quotes and The Little Drummer Boy (Katherine Kennicott Davis) tease from Joel'}",,,"Intro >  Hajimemashite >  Muff II The Revenge >  Q*Bert,  Hurt Bird Bath,  Band on the Run,  Padgett's Profile >  Hangover[1],  Last Man Swerving","Professor Wormbog >  FF[2] >  Roulette,  Mercedes Benz[3],  Weed Rap[4] >  Xxplosive[4] >  YYZ,  Front Porch[5] >  Resolution[6] >  Front Porch[7] >  Front Port >  Tribute to the Spinal Shaft -> Anchor Drops",,Baby You're A Rich Man >  Mullet (Over),,,,,,,
0,2001-10-31,"The Canopy Club, Urbana, IL, USA",,"['This show had a Spinal Tap theme: Jake was Nigel Tufnel, Brendan was David St. Hubbins, Ryan was Derek Smalls, and Joel was Viv Savage; Andy and Mike were both 80s glam hair rockers. Big Bottom was played as the ""true"" Spinal Tap song - with three basses (Brendan played a ""Britney Spears"" bass) and spankings.']","{'1': 'debut, Blue Öyster Cult', '2': 'debut, Spinal Tap; complete with dancing elves and mini-Stonehenge model; ended in a ""beatbox breakdown""', '3': ""with multiple teases including Sweet Child o' Mine (Guns N' Roses), Stairway to Heaven (Led Zeppelin), Flight of the Bumblebee (Nikolai Andreyevich Rimsky-Korsakov), Hot for Teacher (Van Halen), and Moby Dick (Led Zeppelin)"", '4': 'with The Haunt tease', '5': 'first verse only'}",,,"Tonight I'm Gonna Rock You Tonight,  Kabump >  Out Of Order,  Get In The Van,  (Don't Fear) The Reaper[1] >  Pay the Snucka,  Roulette >  Hurt Bird Bath","Stonehenge[2],  Prowler -> All In Time,  All Things Ninja,  Got Me Wrong,  Utopian Fir[3] >  Sociable Jimmy,  Xxplosive >  40's Theme","Phil's Farm >  Big Bottom,  ""Jimmy Stewart""[4] -> Pick Your Nose[5] >  Ringo >  Willie the Pimp >  Nothing Too Fancy,  Sex Farm >  Space Funk Booty","Africa,  Tonight I'm Gonna Rock You Tonight",,,,,,,
0,2001-11-02,"The Morris Performing Arts Center, South Bend, IN, USA",,['The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased before Uncle Wally and Ringo'],"{'1': 'debut, Led Zeppelin; acoustic', '2': 'debut, Pink Floyd; acoustic', '3': 'acoustic', '4': 'Joel only', '5': 'Ryan solo'}",,,"Intro >  Divisions,  The Fussy Dutchman,  Roulette >  Walking On The Moon >  Drums,  Blue Echo >  Syncopated Strangers,  That's the Way[1] >  Goodbye Blue Sky[2],  Uncle Wally[3],  Hurt Bird Bath","Get In The Van,  Band on the Run >  2x2 >  White Man's Moccasins,  Good Ol' Boys,  piano improv >  Orfeo[4],  Slacker[3] >  bass jam >  Slacker >  America the Beautiful[5] >  Tribute to the Spinal Shaft -> The Fuzz",,Ringo,,,,,,,
0,2001-11-16,"The Mad Frog, Cincinnati, OH, USA",,None,"{'1': 'with Michael ""Mad Dog"" Mavridoglou on trumpet', '2': 'debut, Tenacious D', '3': 'debut, Tenacious D; with Nick Blasky on vocals'}",,,"Space Funk Booty,  Sociable Jimmy,  Syncopated Strangers,  Tribute to the Spinal Shaft >  2x2,  Water,  Padgett's Profile,  Hurt Bird Bath","It's About That Time[1] >  Anchor Drops,  Der Bluten Kat,  Dio[2] >  Kielbasa[3],  Kat's Tune,  ""Jimmy Stewart"",  All Things Ninja >  Hey Nineteen >  Kat's Tune,  Good Ol' Boys,  Professor Wormbog",,,,,,,,,
0,2001-11-17,"The Bluebird Nightclub, Bloomington, IN, USA",,"['Stonehenge featured dancers (similar to 10.31.2001)', 'Give Up The Funk (Tear The Roof Off The Sucker) (Parliament) was teased and quoted before The Fuzz']","{'1': 'with Ten Years Gone (Led Zeppelin) tease', '2': 'with The End (The Doors) tease', '3': 'with Garbage Man (Ike Turner) teases', '4': 'debut, The Police'}",,,"Blue Echo,  Roulette,  Last Man Swerving,  Get In The Van,  Hajimemashite >  Kabump >  40's Theme,  Rastaman Chant >  Prowler","Intro[1] >  August -> Willie the Pimp >  Kimble,  Ringo,  Stonehenge[2] >  Hangover[3],  Band on the Run,  Nothing Too Fancy >  Sweetness >  Nothing Too Fancy,  When the World Is Running Down You Make the Best of What's Still Around[4] >  Hurt Bird Bath",,The Fuzz,,,,,,,
0,2001-11-29,"The State Theatre, South Bend, IN, USA",,['with Toccata and Fugue in D minor (Bach) tease from Joel before Mullet (Over)'],"{'1': 'unfinished; with Master of Puppets (Metallica) tease', '2': ""with There's a Hole in My Bucket (trad) quote"", '3': ""with There's a Hole in My Bucket (trad) quotes"", '4': 'with Gary ""Dope Rhymes"" Stanfield rapping', '5': 'with California Love (2Pac) quote (with ""Compton"" changed to ""South Bend"")'}",,,"Intro >  Out Of Order >  FF[1] >  Out Of Order,  Roulette,  Get Down >  Prowler >  Andy's Last Beer >  Anchor Drops,  (Don't Fear) The Reaper >  The Fussy Dutchman","Nothing Too Fancy[2] >  Phil's Farm[3],  unknown song[4],  Equal Rights,  Soul Food I >  Nothing Too Fancy >  Pay the Snucka[5],  A Go Go,  The Fuzz,  Utopian Fir >  unknown song[4],  Xxplosive >  Space Funk Booty",,Mullet (Over),,,,,,,
0,2001-11-30,"House of Blues, Chicago, IL, USA",The Baldwin Brothers,"['You Never Give Me Your Money and Something endings were played in remembrance of George Harrison', 'The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased before Last Man Swerving']","{'1': 'with You Never Give Me Your Money (The Beatles) counting ending', '2': 'with Josh Quinlan on saxophone', '3': 'with Something (The Beatles) ending', '4': 'debut, Lounge Lizards; with Josh Quinlan on saxophone and Ron Haynes on trumpet', '5': 'with Josh Quinlan on saxophone and flute, and Ron Haynes on trumpet', '6': 'ending only; with Josh Quinlan on saxophone and Ron Haynes on trumpet', '7': 'ended with Brendan quietly singing In Bloom (Nirvana)', '8': 'with Josh Quinlan on saxophone and Ron Haynes on trumpet'}",,,"Intro >  Roulette[1],  Get In The Van,  When the World Is Running Down You Make the Best of What's Still Around >  Der Bluten Kat >  Blue Echo,  Professor Wormbog[2],  Syncopated Strangers,  Computer ""G""[2],  Hurt Bird Bath[3]","YYZ,  Hajimemashite >  Ringo,  Big Heart[4],  ""Jimmy Stewart""[5] >  It's About That Time[6],  All In Time >  Garbage Man,  Kimble >  White Man's Moccasins,  Nothing Too Fancy >  Flying[7] >  Nothing Too Fancy",,Last Man Swerving[8],,,,,,,
0,2001-12-01,"The Barrymore Theatre, Madison, WI, USA",The Spontaneous Throwdown,"[""Nachos for Two was played for Vince's birthday"", ""with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) tease before Andy's Last Beer""]","{'1': 'with Pick Your Nose tease', '2': 'with The Star Spangled Banner (Francis Scott Key) tease', '3': 'with One (Metallica) tease', '4': 'debut, Fugazi', '5': 'with Eye of the Tiger (Survivor) jam', '6': 'debut, Black Sabbath; first verse only'}",,,"Tribute to the Spinal Shaft >  Water,  Hurt Bird Bath,  No Ordinary Love,  Nachos for Two,  Ringo[1],  Front Porch[2],  Jessica,  40's Theme","""Jimmy Stewart""[3] -> 2x2,  Waiting Room[4],  Raymond >  Drums,  August[5] -> War Pigs[6] >  Space Funk Booty >  Utopian Fir >  Space Funk Booty,  Regulate",,Andy's Last Beer >  Tomorrow Never Knows,,,,,,,
0,2001-12-05,"The Union Bar, Iowa City, IA, USA",,None,"{'1': 'ended with One (Metallica) tease', '2': 'with Linus and Lucy (Vince Guaraldi) tease by Joel'}",,,"Intro >  Divisions >  Blue Echo >  Divisions,  Prowler >  Kinky Reggae,  Q*Bert >  Roulette,  50 Ways to Leave Your Lover,  All Things Ninja","Professor Wormbog,  The Fuzz[1] >  Power of Soul,  Example 1[2] >  The Fuzz,  Last Man Swerving,  Ringo,  Well, You Needn't,  White Man's Moccasins,  Mamu,  Hurt Bird Bath",,All Night Long,,,,,,,
0,2001-12-06,"Copper Dragon Brewing Company, Carbondale, IL, USA",,['Supporting ekoostik hookah'],{'1': 'with One (Metallica) tease'},,"Kabump >  2nd Self,  Hurt Bird Bath,  Willie the Pimp,  Anchor Drops,  Andy's Last Beer,  Nothing Too Fancy[1],  Roulette,  Señor Mouse",,,,,,,,,,,
0,2001-12-07,"The Canopy Club, Urbana, IL, USA",ekoostik hookah,['Funeral March (Frédéric Chopin) was teased before Prowler'],"{'1': 'with Eric Lanese and Jake on percussion', '2': 'with Xxplosive (Dr. Dre) tease', '3': 'began with Syncopated Strangers tease', '4': 'with Steve Sweney on guitar', '5': 'part III only'}",,"Intro >  Get In The Van,  2x2 >  Utopian Fir >  Mullet (Over),  Waiting Room,  Prowler >  Drums[1],  40's Theme[2] >  Sweetness >  40's Theme,  Soul Food I[3] >  White Man's Moccasins,  Syncopated Strangers,  Thin Air[4]",,,,Pay the Snucka[5],,,,,,,
0,2001-12-08,"Loeb Hall, Purdue University, IN, USA",,['with The Woody Woodpecker theme (George Tibbles and Ramey Idriss) and You Really Got Me (Van Halen) teases before Band on the Run'],"{'1': 'with Tom Sawyer (Rush) tease from Joel', '2': 'Purdue had provided a grand piano, so Joel soloed as everyone else left the stage; included Carol of the Bells (Mykola Leontovych), Flight of the Bumblebee (Nikolai Andreyevich Rimsky-Korsakov), and Remedy (The Black Crowes) teases', '3': 'acoustic', '4': 'with Theme from Close Encounters of the Third Kind (John Williams) tease', '5': 'with One (Metallica) tease'}",,,"Intro >  Professor Wormbog,  Roulette,  Der Bluten Kat,  Good Ol' Boys,  The Fuzz[1],  The Fussy Dutchman,  piano solo[2],  August[3],  Uncle Wally[3],  Black Water[3]","Front Porch[4],  Padgett's Profile >  Kat's Tune >  Padgett's Profile,  Band on the Run,  Hurt Bird Bath,  Lenny,  All In Time[5],  Get In The Van",,"2nd Self,  Space Funk Booty",,,,,,,
0,2001-12-11,"The Blind Pig, Ann Arbor, MI, USA",,['Show cancelled'],{},,,,,,,,,,,,,
0,2001-12-12,"Club Soda, Kalamazoo, MI, USA",,None,"{'1': 'with Space Funk Booty teases', '2': 'with Dann Friedman on tenor saxophone', '3': 'ended with Dump City jam'}",,,"Intro >  Ringo >  Phil's Farm,  Chitlins Con Carne,  2nd Self >  Prowler >  White Man's Moccasins >  Kimble,  Utopian Fir >  Drums >  Se A Cabo","""Jimmy Stewart""[1] >  Sociable Jimmy,  She Came In Through The Bathroom Window >  Nothing Too Fancy >  My Favorite Things[2] >  Nothing Too Fancy,  Slacker[3],  Hurt Bird Bath,  Syncopated Strangers",,Equal Rights,,,,,,,
0,2001-12-13,"The Vogue Theatre, Indianapolis, IN, USA",,['The Woody Woodpecker theme (George Tibbles and Ramey Idriss) was teased before Der Bluten Kat'],"{'1': 'with Feels So Good (Chuck Mangione) tease', '2': 'with Thunderstruck and Back in Black (both AC/DC) and Moby Dick (Led Zeppelin) teases', '3': 'just Brendan and Jake on acoustic', '4': 'acoustic', '5': 'with Vince Iwinski and Adam Budney rapping'}",,,"Q*Bert >  2x2[1] >  Q*Bert,  Space Funk Booty,  40's Theme,  I Am the Walrus,  Get In The Van,  Hangover[2],  Der Bluten Kat","Mediterranean Sundance[3] >  FF[4] >  Example 1[4] >  YYZ,  Soul Food I -> Soul Food II,  Andy's Last Beer,  Mullet (Over),  Can't Find My Way Home[4]",,Kabump >  Ain't No Fun (If the Homies Can't Have None)[5],,,,,,,
0,2001-12-14,"The Bluebird Nightclub, Bloomington, IN, USA",,"['Baby Got Back (Sir Mix-A-Lot) quote and Woody Woodpecker theme (George Tibbles and Ramey Idriss) were teased before Much Obliged ', ""Happy Birthday (trad) was teased and quoted for Jake's birthday before All things Ninja""]","{'1': ""with Well, You Needn't (Thelonious Monk) teases"", '2': 'with Imperial March (Star Wars) (John Williams) tease from Joel'}",,,"Intro >  The Fussy Dutchman >  Skip,  The Fuzz >  Utopian Fir >  The Fuzz,  Kielbasa,  Professor Wormbog >  Tribute to the Spinal Shaft >  The Girl Is Mine >  Jane Says >  The Girl Is Mine,  Much Obliged[1] >  Padgett's Profile[2]","All Things Ninja,  Waiting Room,  Mamu >  Drums >  Xxplosive >  All In Time >  Thank You >  Pay the Snucka,  Make Me >  Wabash,  Front Porch >  Out Of Order >  Front Porch,  White Man's Moccasins",,2nd Self >  Coming In From the Cold >  Nothing Too Fancy,,,,,,,
0,2001-12-31,"The Vic Theatre, Chicago, IL, USA",,"['Joel teased ""Charge!"" before Ringo', 'Xxplosive (Dr. Dre) was teased before Roulette']","{'1': 'with Hot for Teacher (Van Halen) tease', '2': ""debut, Taj Mahal; with Pat Mallinger on alto and soprano saxophone; includes Alex Myers's wedding proposal to Lissa complete with ring in hand"", '3': 'with Pat Mallinger on alto and soprano saxophone and David Young on trumpet', '4': 'with Brent ""The Scratch Docta"" Hoffman on turntables', '5': 'ended with Another Brick in the Wall (Pink Floyd) jam', '6': 'with Get In the Van tease', '7': 'Mike on vocals and Jake on drums; with Pat Mallinger on alto and soprano saxophone and David Young on trumpet', '8': 'with Pat Mallinger on alto and soprano saxophone and David Young on trumpet; with Slipknot! (Grateful Dead) tease by Pat', '9': 'debut, The Commodores; with Pat Mallinger on alto and soprano saxophone and David Young on trumpet', '10': 'with Auld Lang Syne (trad) and Hot for Teacher (Van Halen) teases', '11': 'debut, The Kinks'}",,,"August >  Utopian Fir[1] >  Andy's Last Beer,  Farther Down The Road (You Will Accompany Me)[2],  Example 1[3],  Ringo,  Get In The Van[4],  40's Theme","In the Flesh?[5] -> Syncopated Strangers,  All Things Ninja[6],  The Skunk, The Goose, and The Fly[7],  Kabump[8] >  All In Time,  Machine Gun[9] >  Auld Lang Syne[3] >  Nothing Too Fancy[10],  Apeman[11],  Roulette","Big Heart[3],  2x2,  The Stranger >  Blue Echo >  The Stranger,  Padgett's Profile[3]","Waiting Room,  Hurt Bird Bath",,,,,,,
0,2000-01-22,"Madison Oyster Bar, South Bend, IN, USA",,None,{'1': 'with Linus and Lucy (Vince Guaraldi)'},,,"Thin Air,  Infernal Dance of All Kastchei's Subjects,  The Other Side of Things,  Walk the Proud Land,  The Fussy Dutchman,  G-Song,  Jose,  Example 1,  Down Under,  Divisions","Prowler,  Much Obliged >  Hajimemashite >  Moby Dick,  FF >  Q*Bert >  Cantaloupe Island,  I Want You Back,  Sociable Jimmy,  Slacker[1],  Avenue,  2x2,  All Things Ninja,  Hey Nineteen,  Kimble",,Mamu,,,,,,,
0,2000-01-28,"The State Theatre, South Bend, IN, USA",,None,"{'1': 'with Waterfalls (TLC)', '2': 'debut, Van Morrison; thirty seconds long, in a punk-like style', '3': 'with John Wiseman on tenor saxophone and Rich Cohen on alto saxophone', '4': 'debut, Average White Band; with John Wiseman on tenor saxophone and Rich Cohen on alto saxophone', '5': 'debut, Dr. Didg', '6': 'debut, Paul Simon; with John Wiseman on tenor saxophone and Rich Cohen on alto saxophone'}",,"All In Time,  Prowler >  Front Porch[1],  Der Bluten Kat,  Brown Eyed Girl[2] >  Fool in the Rain,  Mamu[3],  Jose[3],  Slacker,  All Night Long,  Phil's Farm,  Billie Jean,  The Fussy Dutchman,  Pick Up the Pieces[4],  Q*Bert[3],  Hangover,  2x2,  Lively Up Yourself,  All Things Ninja,  Bob's Cloud[5],  Late in the Evening[6]",,,,Church,,,,,,,
0,2000-01-29,"Martyrs', Chicago, IL, USA",Ray's Music Exchange,['Example 1 was preceded by Joel teasing The Safety Dance (Men Without Hats) and followed by Hungarian Rhapsody No. 2 in C-Sharp Minor (Franz Liszt) (also by Joel)'],"{'1': ""with Jesu, Joy of Man's Desiring (Bach) teases"", '2': 'with Nick Blasky on vocals', '3': 'with Entrance of the Gladiators (Julius Fučík) and Linus and Lucy (Vince Guaraldi) teases', '4': 'with Brick House (The Commodores) teases from Ryan', '5': 'with Streets of Cairo tease', '6': 'with Michael ""Mad Dog"" Mavridoglou on trumpet'}",,"Slacker,  A Go Go,  Sociable Jimmy,  Nachos for Two,  Walk the Proud Land,  All Things Ninja >  Infernal Dance of All Kastchei's Subjects >  The Other Side of Things[1],  Chevrolet[2],  Prowler >  Much Obliged[3],  Hey Nineteen,  The Fussy Dutchman,  All Night Long,  Example 1[4],  Avenue,  That's What Love Will Make You Do[5],  Hangover,  Raymond[6]",,,,,,,,,,,
0,2000-02-04,"Bell's Brewery, Kalamazoo, MI, USA",,['32 Things (moe.) was teased after Raymond'],"{'1': 'with Billy Madison theme ending', '2': 'with Waterfalls (TLC) quote', '3': ""with Jesu, Joy of Man's Desiring (Bach) tease""}",,,"My Favorite Things >  Hajimemashite >  Muff II The Revenge,  Example 1,  Nachos for Two,  Down Under[1],  Sociable Jimmy,  Front Porch[2] -> Bob's Cloud -> Front Porch,  I Want You Back","Der Bluten Kat,  Q*Bert,  You Can't Blame the Youth,  Prowler >  Much Obliged -> The Fussy Dutchman,  Hey Nineteen >  Drums >  Red Baron,  Hangover >  Garbage Man >  Hangover >  Raymond[3],  Wabash,  Divisions",,Ask Me No Questions,,,,,,,
0,2000-02-19,"Brother Jimmy's, Chicago, IL, USA",,None,"{'1': 'reprise', '2': 'ended with Linus and Lucy (Vince Guaraldi) jam', '3': 'with Ryan on vocals and Brendan on bass'}",,,"Example 1,  FF >  The Fussy Dutchman,  Cissy Strut >  The Other Side of Things[1],  2x2,  Prowler >  Orfeo,  Billie Jean,  All In Time","Slacker[2] >  Der Bluten Kat >  Fool in the Rain,  Thin Air,  The Safety Dance[3],  Dirty Love >  Raymond,  Sociable Jimmy,  Phil's Farm,  Wabash,  Se A Cabo",,"Baby Honey Sugar Darlin',  Nachos for Two",,,,,,,
0,2000-02-25,"The Bluebird Nightclub, Bloomington, IN, USA",,None,{'1': 'with Divisions tease'},,,"All In Time,  Example 1,  Slacker >  Lively Up Yourself,  Sociable Jimmy,  G-Song,  I Want You Back,  Mamu,  Phil's Farm","The Fussy Dutchman,  Hangover >  Garbage Man >  Hangover,  Prowler >  Front Porch,  All Things Ninja,  Hey Nineteen >  Drums,  Der Bluten Kat >  Raymond,  Patience,  Kimble",,Fool in the Rain[1],,,,,,,
0,2000-02-26,"The Patio, Indianapolis, IN, USA",,None,"{'1': 'debut, Warren G'}",,,"Cantaloupe Island >  2x2,  Thin Air >  Sweetness >  Rosanna,  The Fussy Dutchman,  The Other Side of Things >  Drums,  FF,  Spain,  Example 1,  Divisions","Sociable Jimmy,  Prowler >  Much Obliged >  Hajimemashite >  Much Obliged,  All Night Long,  Nachos for Two,  Regulate[1],  Slacker,  All Things Ninja,  Walk the Proud Land,  Q*Bert,  Muff II The Revenge,  That's What Love Will Make You Do",,,,,,,,,
0,2000-03-04,"Benchwarmers, South Bend, IN, USA",,['with Charge! tease from Brendan after Orfeo'],"{'1': 'with Garbage Man (Ike Turner and the Family Vibes) tease from Joel; ended with Muffburger Sandwich tease', '2': 'with Immigrant Song (Led Zeppelin) teases from Ryan and Mike'}",,,"A Go Go,  Sociable Jimmy,  Prowler >  Orfeo,  All In Time,  Walk the Proud Land[1],  Example 1,  The Fussy Dutchman,  Der Bluten Kat[2]","2x2 >  Q*Bert -> Help On the Way >  Slipknot! >  August >  FF >  Home Sweet Home,  Muff II The Revenge,  Much Obliged >  Chameleon,  Regulate,  Hangover >  Garbage Man >  Hangover,  Avenue,  Slacker >  Sweetness >  Slacker",,Dirty Love,,,,,,,
